,Átomo 0,Átomo 1,Átomo 2,Átomo 3,Átomo 4,Átomo 5,Átomo 6,Átomo 7,Átomo 8,Átomo 9,Átomo 10,Átomo 11,Átomo 12,Átomo 13,Átomo 14,Átomo 15,Átomo 16,Átomo 17,Átomo 18,Átomo 19,Átomo 20,Átomo 21,Átomo 22,Átomo 23,Átomo 24,Átomo 25,Átomo 26,Átomo 27,Átomo 28,Átomo 29,Átomo 30,Átomo 31,Átomo 32,Átomo 33,Átomo 34,Átomo 35,Átomo 36,Átomo 37,Átomo 38,Átomo 39
Día 309,0.0,0.0,0.0,0.0,3.4322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4461,0.0,0.0,0.0,0.3477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1638,0.0,0.0,0.0,0.0,0.0,1.3207,0.0,0.0,0.0,0.0
Día 311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0009,0.0,0.0,0.0,0.0
Día 312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4613,0.0,0.6594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1467,0.0,0.0,0.0,0.0
Día 313,0.0,0.0,0.0,0.0,0.0,0.0,-1.0574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3801,0.0,0.0,0.0,0.0,0.0,0.0,-0.6095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1574
Día 316,0.0,-1.2842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8564,0.0,0.0,0.0,0.0,0.0,0.0,-2.0975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 318,0.0,0.4669,0.0,1.5321,0.0,0.0,0.0,0.0,-3.5312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0323,0.0,0.0,0.0,-0.163,0.0,0.0,0.0,0.0,0.2405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9498,0.0,0.0,0.0,0.0,0.0,0.0,-0.3563,0.0,0.0,0.0,0.0,0.0
Día 320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2945,0.0,0.0,0.0,0.0,0.0,0.0,0.7587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6343
Día 321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3461,0.0,-0.9311,0.0,0.0,-0.1356,0.0,0.0
Día 322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 323,0.0,0.0,0.0,0.2391,0.0,0.0,0.0,0.729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 324,0.0,1.0784,0.0,0.0,0.7259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3177,0.0,0.0,0.0,0.0,0.0,0.3611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9438,0.0,0.0,0.0,0.0
Día 326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7066,0.0,0.0,0.0,0.8561,0.0,0.0,0.0,0.0,-0.4449,0.0,0.0,0.0,0.0,0.0,0.0,0.7479,0.0,0.0,0.0,0.0,0.0,-0.0946,0.0,0.5038
Día 327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3654,0.0,0.0,0.0,-3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2864,0.0,0.0,0.0,0.0
Día 330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 331,0.2189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9606,0.0,0.0,0.0,0.0,-0.8126,0.0,0.0
Día 332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0396,-0.5567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7437,0.0,0.0,0.0,2.6229
Día 333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2818,0.8399,0.0,-1.1169,0.0,-1.0378,0.0,0.0,0.0,0.0,0.0
Día 334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0911,0.0,0.0,0.0,-2.2438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 335,0.0,0.0,0.0,0.0,0.0,0.0,-0.8238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1748,0.0,-1.4912,0.0
Día 336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7597,0.0,0.0,0.0,-1.9225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1729,0.0,0.0,-0.4223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2723,-0.6242,0.0
Día 337,3.2269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64,0.0,0.0,0.4793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 338,1.0711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6239,0.0,0.0,0.0,0.0,0.0,0.0,-2.1326,0.0,0.0,0.0,0.0,0.0
Día 340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6755,0.0,0.0,0.0,0.0,-1.1697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.915,0.0,0.0,0.0,0.0,0.0
Día 341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5839,0.0,-2.6755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5935,0.2329
Día 342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8649,0.0,0.0,-0.2494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 343,0.2262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2606
Día 344,0.3248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0222,0.0,0.0,0.0,-3.0835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3921,0.0,0.0,0.0,1.3825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9274,0.0,0.0,1.8655,0.0,0.0,0.0,0.0,0.0,-0.8451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5326,0.0
Día 346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7548,0.0,0.0,0.0,0.0,0.0,0.0,-0.9081,-3.6751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.9267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4791
Día 349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3913,0.0,0.0,1.3578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 350,0.0,0.0,1.4252,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5902,0.0,0.0,-0.2994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4332,-1.0937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.107,-1.1992,0.0
Día 353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8141,0.0,0.0,0.0,0.0,-0.3879,-0.6133,0.0,0.0,0.0,0.0,0.0,-1.3601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4705,0.0,0.0,0.0,0.0,0.0,0.0
Día 354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.1717,0.0,-0.3951,2.1788,0.0,0.0,0.5278,0.9328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4964,0.0,0.0,-0.4892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4272,0.0
Día 356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7272,-1.0267,0.0,0.0,0.0,0.0,0.0,0.2866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3048,0.0,0.0,0.1508,0.0,0.0,0.0,0.0,0.0,-0.33,0.0,0.3739
Día 357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4499,0.0,0.0,-1.0826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 358,0.0,0.0,0.0,0.0,0.0,0.0,-0.2442,0.0,0.0,4.935,0.0,0.0,0.0,-0.1121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6981,0.0,0.0
Día 360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1828,0.0,0.0,0.0,-0.7207,0.0,0.0,-1.4059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5203,-0.026,0.0
